,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,WhetherRemodelled,AgeofProperty
396,20,RL,60.0,7200,Reg,Inside,CollgCr,1Story,5,5,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Av,Rec,777,117,894,TA,894,0,894,0,1,0,2,TA,6,0,None,Detchd,RFn,2,600,215,0,123000,0,37
397,60,RL,69.0,7590,Reg,Inside,NAmes,2Story,5,5,Gable,VinylSd,VinylSd,BrkFace,288.0,TA,CBlock,TA,No,ALQ,540,324,864,TA,876,936,1812,0,2,0,4,TA,8,1,TA,Attchd,RFn,1,264,0,168,169500,0,45
398,30,RM,60.0,8967,Reg,Corner,IDOTRR,1Story,5,2,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,No,Unf,0,961,961,Gd,1077,0,1077,0,1,0,2,TA,6,0,None,Detchd,Unf,1,338,0,0,67000,1,87
399,60,FV,65.0,8125,Reg,Inside,Somerst,2Story,7,5,Gable,CemntBd,CmentBd,Stone,100.0,Gd,PConc,Gd,No,GLQ,812,280,1092,Ex,1112,438,1550,1,2,0,2,Gd,7,0,None,Attchd,Fin,2,438,0,168,241000,1,3
400,120,RL,38.0,14963,IR2,Inside,Veenker,1Story,8,5,Gable,BrkFace,BrkFace,None,0.0,Gd,PConc,Gd,No,GLQ,786,474,1260,Ex,1288,0,1288,1,1,1,1,Ex,4,2,Gd,Attchd,Fin,2,500,120,30,245500,0,12
401,20,RL,65.0,8767,IR1,Inside,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,24,1286,1310,Ex,1310,0,1310,0,2,0,3,Gd,6,1,Gd,Attchd,Fin,2,400,0,0,164990,0,1
402,30,RL,60.0,10200,Reg,Inside,Sawyer,1Story,5,8,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Unf,0,672,672,Ex,672,0,672,0,1,0,2,TA,4,0,None,Detchd,Unf,1,240,168,0,108000,1,68
403,60,RL,93.0,12090,Reg,Corner,NoRidge,2Story,8,5,Hip,VinylSd,VinylSd,BrkFace,650.0,Gd,PConc,Gd,No,Unf,0,1141,1141,Gd,1165,1098,2263,0,2,1,4,Gd,10,1,TA,BuiltIn,Fin,2,420,144,123,258000,0,8
404,60,RL,69.0,10364,IR1,Inside,Gilbert,2Story,6,5,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,Gd,No,Unf,0,806,806,Gd,806,766,1572,0,2,1,3,TA,7,1,TA,BuiltIn,Fin,2,373,0,40,168000,1,12
405,20,RL,69.0,9991,IR1,Corner,Sawyer,1Story,4,4,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,BLQ,1116,165,1281,Ex,1620,0,1620,1,2,0,3,TA,8,1,TA,Attchd,Unf,2,490,120,78,150000,1,33
406,50,RL,51.0,10480,Reg,Inside,SWISU,1.5Fin,6,5,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,1064,1064,Ex,1166,0,1639,0,1,0,3,TA,6,0,None,Detchd,Unf,1,240,0,0,115000,1,72
407,70,RL,63.0,15576,Reg,Inside,Crawfor,2Story,6,7,Gable,Wd Sdng,Plywood,None,0.0,TA,BrkTil,Gd,No,Unf,0,840,840,Ex,840,840,1680,0,2,0,4,TA,8,0,None,Attchd,Unf,1,308,0,0,177000,1,93
408,60,RL,109.0,14154,Reg,Corner,NridgHt,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,350.0,Gd,PConc,Ex,No,Unf,0,1063,1063,Ex,1071,1101,2172,0,2,1,3,Gd,9,1,Gd,Attchd,RFn,3,947,192,62,280000,0,1
409,60,FV,85.0,10800,Reg,Inside,Somerst,2Story,8,5,Gable,VinylSd,VinylSd,Stone,100.0,Gd,PConc,Ex,No,GLQ,789,245,1034,Ex,1050,1028,2078,1,2,1,3,Ex,8,1,Gd,Attchd,Fin,3,836,0,102,339750,1,1
410,20,RL,68.0,9571,Reg,Inside,Edwards,1Story,5,3,Gable,BrkComm,Brk Cmn,None,0.0,TA,CBlock,TA,No,Unf,0,1276,1276,TA,1276,0,1276,0,1,0,3,TA,5,0,None,Attchd,Unf,1,350,0,0,60000,0,51
411,190,RL,100.0,34650,Reg,Inside,Gilbert,1Story,5,5,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Mn,Rec,1056,0,1056,TA,1056,0,1056,1,1,0,3,TA,5,0,None,Attchd,Fin,2,572,264,0,145000,0,51
412,20,FV,69.0,4403,IR2,Inside,Somerst,1Story,7,5,Gable,MetalSd,MetalSd,Stone,432.0,Ex,PConc,Ex,Av,GLQ,578,892,1470,Ex,1478,0,1478,1,2,1,2,Gd,7,1,Gd,Attchd,Fin,2,484,0,144,222000,0,1
413,30,RM,56.0,8960,Reg,Inside,OldTown,1Story,5,6,Gable,WdShing,Wd Shng,None,0.0,TA,CBlock,TA,No,Unf,0,1008,1008,Gd,1028,0,1028,0,1,0,2,TA,5,1,Gd,Detchd,Unf,2,360,0,0,115000,1,83
414,60,RL,59.0,11228,IR2,CulDSac,SawyerW,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,BLQ,50,499,1080,Ex,1080,1017,2097,0,2,1,3,Gd,9,1,TA,Attchd,Unf,3,678,196,187,228000,0,15
415,20,RL,73.0,8899,IR1,Inside,Gilbert,1Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,24,1316,1340,Ex,1340,0,1340,0,2,0,3,Gd,6,0,None,Attchd,Fin,2,396,100,30,181134,0,0
416,60,RL,74.0,7844,Reg,Inside,Sawyer,2Story,6,7,Hip,HdBoard,HdBoard,BrkFace,203.0,TA,CBlock,TA,No,ALQ,209,463,672,TA,672,728,1400,0,1,1,3,TA,6,1,TA,Attchd,Fin,2,440,0,0,149500,0,28
417,70,RL,86.0,22420,IR1,Inside,Crawfor,2Story,6,6,Hip,Wd Sdng,Stucco,None,0.0,TA,BrkTil,Gd,No,BLQ,1128,242,1370,TA,1370,1254,2624,1,2,1,4,TA,10,1,Gd,Detchd,Unf,3,864,0,0,239000,1,89
418,50,RL,60.0,8160,Reg,Inside,Edwards,1.5Fin,5,6,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,ALQ,312,444,756,Fa,756,378,1134,1,1,1,3,TA,7,0,None,Detchd,Unf,1,240,0,0,126000,1,67
419,20,RL,65.0,8450,Reg,Inside,NAmes,1Story,5,6,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,BLQ,775,281,1056,Ex,1056,0,1056,1,1,0,3,TA,6,1,Fa,Attchd,Unf,1,304,0,85,142000,0,42
420,90,RM,78.0,7060,Reg,Inside,Mitchel,SFoyer,7,5,Gable,VinylSd,VinylSd,BrkFace,200.0,TA,PConc,Gd,Gd,GLQ,1309,35,1344,Ex,1344,0,1344,2,2,0,2,TA,8,0,None,Attchd,Fin,4,784,0,0,206300,1,11
421,20,RL,69.0,16635,IR1,FR2,NWAmes,1Story,6,7,Gable,CemntBd,CmentBd,Stone,126.0,Gd,CBlock,Gd,No,ALQ,1246,356,1602,Gd,1602,0,1602,0,2,0,3,Gd,8,1,TA,Attchd,Fin,2,529,240,0,215000,1,32
422,20,RL,100.0,21750,Reg,Inside,Mitchel,1Story,5,5,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Unf,0,988,988,Ex,988,0,988,0,1,0,2,TA,4,0,None,Attchd,RFn,2,520,0,0,113000,0,54
423,60,RL,80.0,9200,Reg,Inside,NoRidge,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,473.0,Gd,PConc,Gd,No,GLQ,986,484,1470,Gd,1470,1160,2630,1,2,1,4,Gd,8,1,TA,Attchd,Fin,3,696,0,66,315000,0,10
424,20,RL,72.0,9000,Reg,Inside,NAmes,1Story,6,5,Gable,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,CBlock,Gd,No,LwQ,616,580,1196,Gd,1196,0,1196,1,1,0,2,TA,6,1,Gd,Attchd,RFn,1,297,0,44,139000,0,52
425,60,RM,60.0,3378,Reg,Inside,OldTown,2Story,7,8,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Unf,0,651,651,Gd,707,682,1389,0,1,1,3,TA,6,2,Gd,Detchd,Unf,1,240,0,0,135000,1,63
426,80,RL,69.0,12800,Reg,Inside,SawyerW,SLvl,7,5,Gable,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,PConc,Gd,Gd,GLQ,1518,0,1518,Gd,1644,0,1644,1,2,0,2,Gd,5,1,TA,Attchd,Fin,2,569,80,0,275000,0,20
427,20,RL,77.0,8593,IR1,Inside,NAmes,1Story,4,6,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,288,619,907,Ex,907,0,907,0,1,0,3,TA,5,0,None,Detchd,Unf,1,352,0,0,109008,0,51
428,20,RL,64.0,6762,Reg,Inside,CollgCr,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,108.0,Gd,PConc,Gd,No,GLQ,664,544,1208,Ex,1208,0,1208,1,2,0,2,Gd,6,0,None,Attchd,RFn,2,628,105,54,195400,0,0
429,20,RL,130.0,11457,IR1,Corner,Timber,1Story,6,5,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,Mn,GLQ,1005,387,1392,TA,1412,0,1412,1,2,0,3,Gd,6,1,TA,Attchd,Unf,2,576,0,0,175000,0,21
430,160,RM,21.0,1680,Reg,Inside,BrDale,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,232.0,TA,CBlock,TA,No,ALQ,387,96,483,TA,483,504,987,0,1,1,2,TA,4,0,None,Detchd,Unf,1,264,0,0,85400,0,37
431,50,RM,60.0,5586,IR1,Inside,OldTown,1.5Fin,6,7,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,901,901,Gd,1088,110,1198,0,1,0,4,TA,7,0,None,None,None,0,0,0,98,79900,1,88
432,160,RM,24.0,1920,Reg,Inside,BrDale,2Story,5,5,Gable,HdBoard,HdBoard,BrkFace,376.0,TA,CBlock,TA,No,ALQ,471,294,765,Ex,765,600,1365,1,1,1,2,TA,6,0,None,Detchd,Unf,2,440,240,36,122500,0,36
433,60,RL,100.0,10839,IR1,Corner,Gilbert,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,926,926,Ex,926,678,1604,0,2,1,3,TA,7,1,TA,Attchd,Fin,2,470,0,36,181000,1,11
434,180,RM,21.0,1890,Reg,Inside,MeadowV,SFoyer,4,7,Gable,CemntBd,CmentBd,None,0.0,TA,CBlock,Gd,Av,ALQ,495,135,630,Gd,630,0,630,1,1,0,1,TA,3,0,None,None,None,0,0,88,0,81000,0,36
435,60,RL,43.0,10667,IR2,CulDSac,CollgCr,2Story,7,6,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,385,70,799,Ex,827,834,1661,1,2,1,3,Gd,6,1,TA,Attchd,RFn,2,550,158,61,212000,0,13
436,50,RM,40.0,4400,Reg,Inside,OldTown,1.5Fin,6,8,Gable,Stucco,Stucco,None,0.0,TA,BrkTil,Fa,No,Unf,0,648,648,TA,734,384,1118,0,1,0,2,TA,6,0,None,Detchd,Unf,2,440,0,0,116000,1,86
437,45,RM,50.0,6000,Reg,Inside,BrkSide,1.5Unf,6,7,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,TA,No,Unf,0,884,884,Gd,904,0,904,0,1,0,2,TA,4,0,None,Detchd,Unf,1,180,0,0,119000,1,83
438,30,RL,40.0,4280,Reg,Inside,Crawfor,1Story,5,6,Gable,WdShing,Stucco,None,0.0,TA,PConc,TA,No,LwQ,365,75,440,TA,694,0,694,0,1,0,2,Gd,4,1,Gd,Detchd,Unf,1,352,0,0,90350,1,94
439,50,RL,67.0,12354,Reg,Corner,Edwards,1.5Fin,6,8,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,Mn,Unf,0,684,684,Gd,684,512,1196,0,1,0,3,Gd,7,0,None,Detchd,Unf,2,528,0,46,110000,1,89
441,90,RL,92.0,12108,Reg,Inside,Edwards,1Story,4,4,Gable,VinylSd,VinylSd,BrkFace,270.0,TA,CBlock,TA,No,ALQ,133,1307,1440,TA,1440,0,1440,0,2,0,4,Fa,8,0,None,None,None,0,0,0,0,118000,0,53
442,50,RM,52.0,6240,Reg,Inside,BrkSide,1.5Fin,5,7,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,TA,No,Unf,0,1078,1078,TA,1128,445,1573,0,2,0,3,TA,8,1,Gd,Detchd,Unf,2,360,0,0,162900,1,78
443,120,RL,53.0,3922,Reg,Inside,Blmngtn,1Story,7,5,Gable,WdShing,Wd Shng,BrkFace,72.0,Gd,PConc,Ex,Av,Unf,0,1258,1258,Ex,1258,0,1258,0,2,0,2,Gd,6,1,Gd,Attchd,Fin,3,648,144,16,172500,1,1
444,60,RL,70.0,8750,Reg,Inside,CollgCr,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,642,273,915,Ex,933,975,1908,1,2,1,4,Gd,8,1,TA,Attchd,Unf,2,493,144,133,210000,1,14
445,20,RL,73.0,9855,Reg,Corner,Edwards,1Story,6,5,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Unf,0,1436,1436,Fa,1689,0,1689,0,1,0,3,TA,7,1,Gd,Attchd,Unf,2,480,0,0,127500,0,53
446,20,RL,137.0,16492,IR1,Corner,NAmes,1Story,6,6,Gable,BrkFace,Plywood,None,0.0,Gd,CBlock,TA,No,ALQ,247,557,1517,Ex,1888,0,1888,0,2,1,2,Gd,6,1,Gd,Attchd,Fin,2,578,0,0,190000,1,44
447,60,RL,69.0,11214,IR1,Corner,Gilbert,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,930,930,Gd,956,930,1886,0,2,1,4,Gd,10,1,TA,Attchd,Fin,2,431,89,0,199900,1,8
448,50,RM,50.0,8600,Reg,Inside,IDOTRR,1.5Fin,6,6,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,TA,No,Unf,0,780,780,TA,780,596,1376,0,2,0,3,TA,7,1,Gd,Detchd,Unf,1,198,0,0,119500,1,69
449,50,RM,50.0,6000,Reg,Inside,OldTown,1.5Fin,3,7,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,ALQ,331,318,649,Ex,679,504,1183,0,1,1,2,TA,6,0,None,Detchd,Unf,1,308,0,176,120000,1,59
450,30,RM,70.0,5684,Reg,Inside,OldTown,1Story,6,8,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,813,813,Ex,813,0,813,0,1,0,2,Gd,5,0,None,Detchd,Unf,1,270,0,113,110000,1,76
452,60,RL,69.0,9303,IR1,Corner,Timber,2Story,6,5,Hip,VinylSd,VinylSd,BrkFace,42.0,Gd,PConc,Ex,No,ALQ,742,130,872,Ex,888,868,1756,1,2,1,3,TA,7,0,None,Attchd,Fin,2,422,144,122,204000,1,11
453,60,FV,75.0,9000,Reg,Inside,Somerst,2Story,8,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,768,768,Ex,786,804,1590,0,2,1,3,Gd,6,0,None,Attchd,RFn,2,676,0,30,210000,0,1
454,90,RL,63.0,9297,Reg,Inside,Mitchel,1Story,5,5,Gable,Plywood,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,1606,122,1728,TA,1728,0,1728,2,2,0,4,TA,8,0,None,Detchd,Unf,2,560,0,0,188000,0,30
455,20,RL,80.0,9600,Reg,Inside,NWAmes,1Story,7,6,Hip,HdBoard,HdBoard,BrkFace,320.0,TA,CBlock,TA,No,ALQ,916,326,1242,Fa,1242,0,1242,0,1,1,3,TA,6,1,TA,Attchd,Unf,2,528,0,0,175500,0,34
456,70,RM,34.0,4571,Reg,Inside,OldTown,2Story,5,5,Gable,AsbShng,AsbShng,None,0.0,TA,BrkTil,TA,No,Unf,0,624,624,Fa,624,720,1344,0,1,0,4,TA,7,0,None,Detchd,Unf,3,513,0,0,98000,1,92
458,70,RM,69.0,5100,Reg,Inside,OldTown,2Story,8,7,Hip,Stucco,Wd Shng,None,0.0,TA,PConc,TA,No,Unf,0,588,588,Fa,833,833,1666,0,1,0,3,Gd,7,1,Gd,Detchd,Unf,1,228,192,63,161000,1,83
459,50,RL,69.0,7015,IR1,Corner,BrkSide,1.5Fin,5,4,Gable,MetalSd,MetalSd,BrkCmn,161.0,TA,CBlock,TA,No,LwQ,185,524,709,TA,979,224,1203,1,1,0,3,Gd,5,1,TA,Detchd,Unf,1,352,0,0,110000,0,59
460,60,FV,75.0,8004,IR1,Inside,Somerst,2Story,8,5,Gable,VinylSd,VinylSd,Stone,110.0,Gd,PConc,Gd,No,GLQ,544,288,832,Ex,832,1103,1935,1,2,1,3,TA,8,0,None,BuiltIn,Fin,2,552,0,150,263435,0,0
461,70,RL,60.0,7200,Reg,Inside,SWISU,2Story,7,9,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,Gd,No,ALQ,350,0,560,Ex,575,560,1135,1,1,0,3,Gd,6,0,None,Detchd,RFn,2,576,256,0,155000,1,73
462,20,RL,60.0,8281,IR1,Inside,Sawyer,1Story,5,5,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,553,0,864,Gd,864,0,864,0,1,0,3,TA,5,1,Po,Detchd,Unf,1,360,0,0,62383,0,44
463,70,RL,74.0,11988,IR1,Inside,Crawfor,2Story,6,7,Hip,Stucco,Stucco,None,0.0,TA,CBlock,TA,No,LwQ,326,389,715,Fa,849,811,1660,0,1,1,3,TA,6,1,Gd,Detchd,Unf,1,240,0,0,188700,1,74
464,20,RL,60.0,8430,Reg,Inside,CollgCr,1Story,5,5,Gable,HdBoard,HdBoard,BrkFace,136.0,TA,CBlock,Gd,No,Rec,616,424,1040,TA,1040,0,1040,0,2,0,3,TA,5,0,None,None,None,0,0,0,0,124000,0,31
465,120,RM,69.0,3072,Reg,Inside,Blmngtn,1Story,7,5,Hip,VinylSd,VinylSd,BrkFace,18.0,Gd,PConc,Gd,No,Unf,0,1375,1375,Ex,1414,0,1414,0,2,0,2,Gd,6,1,TA,Attchd,Fin,2,398,144,20,178740,0,2
466,20,RL,85.0,10628,Reg,Inside,NAmes,1Story,7,5,Flat,Plywood,Plywood,None,0.0,TA,CBlock,TA,Gd,GLQ,778,499,1277,TA,1277,0,1277,1,1,0,2,TA,5,1,Po,Attchd,Unf,2,526,0,0,167000,0,37
467,70,RL,79.0,9480,Reg,Inside,NAmes,2Story,5,7,Gable,MetalSd,MetalSd,Stone,224.0,TA,CBlock,TA,No,LwQ,386,342,728,Ex,888,756,1644,0,1,1,3,Gd,7,2,Gd,Attchd,Unf,1,312,168,0,146500,1,65
468,20,RL,98.0,11428,IR1,Inside,NridgHt,1Story,8,5,Gable,VinylSd,VinylSd,Stone,248.0,Gd,PConc,Gd,No,Unf,0,1626,1626,Ex,1634,0,1634,0,2,0,3,Gd,7,1,Gd,Attchd,RFn,3,866,0,44,250000,0,1
469,60,RL,76.0,9291,IR1,Corner,SawyerW,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,120.0,Gd,PConc,Gd,No,GLQ,426,406,832,Ex,832,878,1710,0,2,1,3,Gd,7,0,None,Attchd,RFn,2,506,144,70,187000,0,15
470,120,RL,69.0,6820,IR1,Corner,StoneBr,1Story,8,5,Gable,HdBoard,HdBoard,None,0.0,Gd,PConc,Gd,Av,GLQ,368,0,1488,TA,1502,0,1502,1,1,1,1,Gd,4,0,None,Attchd,RFn,2,528,0,54,212000,0,25
471,60,RL,92.0,11952,Reg,Inside,NWAmes,2Story,7,6,Mansard,WdShing,Plywood,None,0.0,TA,CBlock,Gd,No,Unf,0,808,808,TA,1161,808,1969,0,2,1,3,TA,8,1,Gd,Attchd,RFn,2,534,0,0,190000,0,30
472,180,RM,35.0,3675,Reg,Inside,Edwards,SLvl,6,5,Gable,VinylSd,VinylSd,BrkFace,80.0,TA,PConc,Gd,Gd,GLQ,459,88,547,Ex,1072,0,1072,1,1,0,2,TA,5,0,None,Basment,RFn,2,525,0,28,148000,0,3
473,20,RL,110.0,14977,IR1,Inside,NridgHt,1Story,8,5,Gable,VinylSd,VinylSd,BrkFace,304.0,Gd,PConc,Ex,Gd,GLQ,1350,626,1976,Ex,1976,0,1976,1,2,0,2,Gd,7,1,Ex,Attchd,RFn,3,908,250,63,440000,1,1
474,120,RL,41.0,5330,Reg,Inside,StoneBr,1Story,8,5,Gable,CemntBd,CmentBd,None,0.0,Gd,PConc,Gd,Av,GLQ,1196,298,1494,Ex,1652,0,1652,1,2,0,2,Ex,6,0,None,Attchd,RFn,2,499,96,48,251000,0,7
475,20,RL,80.0,8480,Reg,Corner,Sawyer,1Story,5,6,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,GLQ,630,340,970,TA,970,0,970,1,1,0,2,TA,5,0,None,Detchd,Unf,2,624,0,24,132500,0,44
476,20,RL,75.0,13125,Reg,Inside,CollgCr,1Story,6,5,Gable,VinylSd,VinylSd,BrkFace,215.0,TA,PConc,Gd,Gd,GLQ,994,484,1478,Ex,1493,0,1493,1,2,0,3,Gd,7,1,TA,Attchd,Fin,2,508,140,39,208900,1,11
478,20,RL,79.0,10637,Reg,Inside,CollgCr,1Story,8,5,Hip,VinylSd,VinylSd,Stone,336.0,Gd,PConc,Ex,Gd,GLQ,1288,417,1705,Ex,1718,0,1718,1,2,0,3,Gd,7,1,Gd,Attchd,RFn,3,826,208,44,297000,1,2
479,30,RM,50.0,5925,Reg,Inside,OldTown,1Story,4,7,Hip,Stucco,Stucco,BrkCmn,435.0,TA,BrkTil,Fa,No,Rec,168,739,907,TA,1131,0,1131,0,1,0,2,TA,7,0,None,Detchd,Unf,2,672,0,72,89471,1,70
481,20,RL,72.0,11846,IR1,Inside,NridgHt,1Story,9,5,Hip,VinylSd,VinylSd,BrkFace,562.0,Gd,PConc,Ex,Gd,GLQ,1567,225,1792,Ex,1792,0,1792,1,2,0,2,Ex,6,1,Gd,Attchd,Fin,3,874,206,49,374000,1,3
482,70,RM,50.0,2500,Reg,Corner,OldTown,2Story,7,8,Gable,Stucco,Stucco,None,0.0,Gd,PConc,TA,No,ALQ,299,611,910,Ex,916,910,1826,1,1,1,4,Ex,7,1,Gd,Attchd,Unf,1,164,0,0,155000,1,94
483,120,RM,32.0,4500,Reg,FR2,Mitchel,1Story,6,5,Hip,VinylSd,VinylSd,BrkFace,116.0,TA,PConc,Ex,No,GLQ,897,319,1216,Ex,1216,0,1216,1,2,0,2,TA,5,0,None,Attchd,Unf,2,402,0,125,164000,0,8
484,20,RL,69.0,7758,IR1,Corner,Sawyer,1Story,5,7,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,TA,No,ALQ,588,411,999,Gd,999,0,999,1,1,0,3,Gd,6,0,None,Detchd,Unf,1,264,0,132,132500,1,45
485,20,RL,80.0,9600,Reg,Inside,NAmes,1Story,5,7,Gable,MetalSd,MetalSd,None,0.0,Gd,CBlock,TA,No,ALQ,607,506,1113,Gd,1113,0,1113,0,1,0,3,Gd,5,1,Gd,Attchd,Unf,1,264,0,80,147000,1,59
486,20,RL,79.0,10289,Reg,Inside,NAmes,1Story,5,7,Hip,MetalSd,MetalSd,BrkFace,168.0,TA,CBlock,TA,No,ALQ,836,237,1073,TA,1073,0,1073,1,1,1,3,TA,6,0,None,Attchd,RFn,2,515,0,0,156000,0,42
487,20,RL,70.0,12243,IR1,Inside,NWAmes,1Story,5,6,Gable,Plywood,Plywood,None,0.0,TA,CBlock,Gd,Av,ALQ,998,486,1484,Gd,1484,0,1484,0,2,0,3,TA,7,1,TA,Attchd,Unf,2,487,224,0,175000,0,36
488,190,RL,60.0,10800,Reg,Corner,OldTown,1.5Fin,5,4,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,664,290,954,TA,1766,648,2414,0,2,0,3,TA,10,1,Gd,Attchd,Unf,2,520,142,0,160000,1,106
489,180,RM,21.0,1526,Reg,Inside,MeadowV,SFoyer,4,8,Gable,CemntBd,CmentBd,None,0.0,TA,CBlock,Gd,Av,GLQ,515,115,630,TA,630,0,630,1,1,0,1,Gd,3,0,None,Attchd,Unf,1,286,0,0,86000,1,39
490,160,RM,69.0,2665,Reg,Inside,MeadowV,2Story,5,6,Gable,CemntBd,CmentBd,None,0.0,TA,PConc,Gd,Mn,Unf,0,264,264,TA,616,688,1304,0,1,1,3,TA,4,1,Gd,BuiltIn,Fin,1,336,141,24,115000,0,32
491,50,RL,79.0,9490,Reg,Inside,NAmes,1.5Fin,6,7,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,403,238,806,TA,958,620,1578,1,1,0,3,Fa,5,2,TA,Attchd,Unf,1,240,0,0,133000,1,65
492,60,RL,105.0,15578,IR1,Corner,Gilbert,2Story,6,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,728,728,Gd,728,728,1456,0,2,1,3,TA,8,0,None,Attchd,RFn,2,429,0,0,172785,0,0
493,20,RL,70.0,7931,Reg,Inside,NAmes,1Story,5,6,Gable,BrkFace,Wd Sdng,None,0.0,TA,CBlock,TA,No,BLQ,374,363,1269,TA,1269,0,1269,0,1,1,3,TA,6,1,Fa,Detchd,Unf,1,308,0,0,155000,0,48
494,30,RM,50.0,5784,Reg,Inside,OldTown,1Story,5,8,Gable,MetalSd,MetalSd,None,0.0,TA,BrkTil,Fa,No,Unf,0,190,190,Gd,886,0,886,0,1,0,2,TA,4,0,None,Attchd,Unf,1,273,144,20,91300,1,71
497,50,RL,60.0,9120,Reg,Inside,BrkSide,1.5Fin,7,6,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Rec,329,697,1026,Ex,1133,687,1820,1,2,0,4,TA,8,0,None,Detchd,Unf,1,240,0,100,184000,1,83
498,20,RL,65.0,7800,Reg,Inside,Sawyer,1Story,5,7,Hip,HdBoard,HdBoard,BrkFace,89.0,TA,PConc,TA,No,ALQ,450,414,864,Ex,899,0,899,0,1,0,3,Gd,5,0,None,Attchd,Fin,1,288,64,0,130000,1,42
500,160,RM,21.0,1890,Reg,Inside,BrDale,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,285.0,TA,CBlock,TA,No,BLQ,356,316,672,TA,672,546,1218,0,1,1,3,TA,7,0,None,Detchd,Unf,1,264,144,28,113000,0,34
501,60,FV,75.0,9803,Reg,Inside,Somerst,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,400,466,866,Gd,866,902,1768,0,2,1,3,Gd,7,0,None,Attchd,RFn,2,603,0,108,226700,0,3
